일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-15 09:00,2026-01-15,09:00,광명2동,한파,-6.6,65,0,4.1,-8.4,한파주의
2026-01-15 11:00,2026-01-15,11:00,광명2동,맑음,-4.3,64,0,4.3,-6.2,정상
2026-01-15 13:00,2026-01-15,13:00,광명2동,맑음,-1.5,58,0,4.2,-3.4,정상
2026-01-15 15:00,2026-01-15,15:00,광명2동,맑음,-0.8,55,0,4.6,-2.9,정상
2026-01-15 17:00,2026-01-15,17:00,광명2동,맑음,-2.5,61,0,4.3,-4.4,정상
2026-02-12 09:00,2026-02-12,09:00,광명2동,눈,-2.6,80,0,3.7,-4.3,정상
2026-02-12 11:00,2026-02-12,11:00,광명2동,약한비,0.4,76,0.5,3.9,-1.4,우산 준비
2026-02-12 13:00,2026-02-12,13:00,광명2동,비,2.9,69,2.2,3.8,1.2,우산 준비
2026-02-12 15:00,2026-02-12,15:00,광명2동,약한비,3.8,67,1.6,3.9,2.0,우산 준비
2026-02-12 17:00,2026-02-12,17:00,광명2동,눈,1.4,76,0,4.0,-0.4,정상
2026-03-12 09:00,2026-03-12,09:00,광명2동,구름조금,5.1,62,0,4.7,5.0,관심
2026-03-12 11:00,2026-03-12,11:00,광명2동,강풍,8.1,57,0,7.0,7.6,강풍주의
2026-03-12 13:00,2026-03-12,13:00,광명2동,구름조금,10.8,53,0,6.7,10.3,강풍주의
2026-03-12 15:00,2026-03-12,15:00,광명2동,구름조금,11.8,49,0,6.9,11.2,강풍주의
2026-03-12 17:00,2026-03-12,17:00,광명2동,구름조금,9.3,56,0,4.5,9.0,관심
2026-04-09 09:00,2026-04-09,09:00,광명2동,약한비,11.4,78,0.3,3.2,12.1,우산 준비
2026-04-09 11:00,2026-04-09,11:00,광명2동,비,13.8,74,2.2,3.5,14.3,우산 준비
2026-04-09 13:00,2026-04-09,13:00,광명2동,비,16.5,65,4.8,3.4,16.6,우산 준비
2026-04-09 15:00,2026-04-09,15:00,광명2동,비,17.8,62,3.3,3.3,17.8,우산 준비
2026-04-09 17:00,2026-04-09,17:00,광명2동,약한비,15.1,69,0.6,3.1,15.4,우산 준비
2026-05-14 09:00,2026-05-14,09:00,광명2동,맑음,18.1,67,0,2.5,18.4,정상
2026-05-14 11:00,2026-05-14,11:00,광명2동,맑음,21.3,63,0,2.8,21.4,정상
2026-05-14 13:00,2026-05-14,13:00,광명2동,맑음,23.4,55,0,2.6,23.2,정상
2026-05-14 15:00,2026-05-14,15:00,광명2동,맑음,24.8,55,0,2.7,24.6,정상
2026-05-14 17:00,2026-05-14,17:00,광명2동,맑음,22.5,60,0,2.9,22.5,정상
2026-06-11 09:00,2026-06-11,09:00,광명2동,약한비,22.0,88,0.7,3.7,23.0,우산 준비
2026-06-11 11:00,2026-06-11,11:00,광명2동,비,24.8,84,2.5,3.3,25.7,우산 준비
2026-06-11 13:00,2026-06-11,13:00,광명2동,비,27.3,74,7.1,3.6,27.8,우산 준비
2026-06-11 15:00,2026-06-11,15:00,광명2동,비,28.6,72,5.1,3.7,29.0,우산 준비
2026-06-11 17:00,2026-06-11,17:00,광명2동,약한비,26.1,83,1.2,3.3,27.0,우산 준비
2026-07-02 09:00,2026-07-02,09:00,광명2동,맑음,25.9,82,0,3.2,26.7,정상
2026-07-02 11:00,2026-07-02,11:00,광명2동,맑음,29.2,74,0,2.7,29.7,정상
2026-07-02 13:00,2026-07-02,13:00,광명2동,맑음,31.5,68,0,3.2,31.8,정상
2026-07-02 15:00,2026-07-02,15:00,광명2동,맑음,32.3,70,0,3.1,32.7,폭염주의
2026-07-02 17:00,2026-07-02,17:00,광명2동,맑음,30.4,77,0,2.6,31.1,정상
2026-07-09 09:00,2026-07-09,09:00,광명2동,비,24.2,96,3.2,4.7,25.5,우산 준비
2026-07-09 11:00,2026-07-09,11:00,광명2동,비,27.1,95,9.5,4.7,28.3,호우주의
2026-07-09 13:00,2026-07-09,13:00,광명2동,폭우,29.4,89,22.3,4.7,30.4,호우경보
2026-07-09 15:00,2026-07-09,15:00,광명2동,비,30.3,87,15.2,4.4,31.2,호우주의
2026-07-09 17:00,2026-07-09,17:00,광명2동,비,28.6,94,5.3,4.5,29.8,우산 준비
2026-07-16 09:00,2026-07-16,09:00,광명2동,맑음,29.4,71,0,2.7,29.8,정상
2026-07-16 11:00,2026-07-16,11:00,광명2동,맑음,32.0,65,0,2.4,32.2,폭염주의
2026-07-16 13:00,2026-07-16,13:00,광명2동,폭염,34.6,63,0,2.6,34.7,폭염주의
2026-07-16 15:00,2026-07-16,15:00,광명2동,폭염,35.2,61,0,2.7,35.2,폭염경보
2026-07-16 17:00,2026-07-16,17:00,광명2동,폭염,33.6,68,0,2.3,33.9,폭염주의
2026-07-20 09:00,2026-07-20,09:00,광명2동,흐림,27.5,90,0,4.0,28.6,관심
2026-07-20 11:00,2026-07-20,11:00,광명2동,약한비,30.0,87,0.3,4.3,30.9,우산 준비
2026-07-20 13:00,2026-07-20,13:00,광명2동,비,32.9,80,6.7,4.2,33.6,우산 준비
2026-07-20 15:00,2026-07-20,15:00,광명2동,폭우,33.8,80,24.0,3.9,34.5,호우경보
2026-07-20 17:00,2026-07-20,17:00,광명2동,비,31.1,84,4.2,3.9,31.9,우산 준비
