일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-15 09:00,2026-01-15,09:00,광명3동,한파,-6.7,63,0,4.4,-8.7,한파주의
2026-01-15 11:00,2026-01-15,11:00,광명3동,맑음,-3.8,55,0,4.8,-6.0,정상
2026-01-15 13:00,2026-01-15,13:00,광명3동,맑음,-0.9,51,0,4.4,-2.9,정상
2026-01-15 15:00,2026-01-15,15:00,광명3동,맑음,-0.2,50,0,4.5,-2.2,정상
2026-01-15 17:00,2026-01-15,17:00,광명3동,맑음,-2.6,56,0,4.3,-4.5,정상
2026-02-12 09:00,2026-02-12,09:00,광명3동,눈,-2.6,77,0,3.7,-4.3,정상
2026-02-12 11:00,2026-02-12,11:00,광명3동,약한비,0.3,69,0.9,3.9,-1.5,우산 준비
2026-02-12 13:00,2026-02-12,13:00,광명3동,비,3.1,63,2.2,4.1,1.3,우산 준비
2026-02-12 15:00,2026-02-12,15:00,광명3동,약한비,3.5,64,1.4,4.0,1.7,우산 준비
2026-02-12 17:00,2026-02-12,17:00,광명3동,눈,1.3,70,0,4.3,-0.6,정상
2026-03-12 09:00,2026-03-12,09:00,광명3동,구름조금,5.7,59,0,5.0,5.5,관심
2026-03-12 11:00,2026-03-12,11:00,광명3동,강풍,8.3,53,0,7.1,7.7,강풍주의
2026-03-12 13:00,2026-03-12,13:00,광명3동,강풍,10.6,49,0,7.4,10.0,강풍주의
2026-03-12 15:00,2026-03-12,15:00,광명3동,강풍,12.0,45,0,7.1,11.4,강풍주의
2026-03-12 17:00,2026-03-12,17:00,광명3동,구름조금,9.3,53,0,4.8,8.9,관심
2026-04-09 09:00,2026-04-09,09:00,광명3동,약한비,11.2,71,0.5,3.5,11.6,우산 준비
2026-04-09 11:00,2026-04-09,11:00,광명3동,비,14.4,65,2.0,3.4,14.5,우산 준비
2026-04-09 13:00,2026-04-09,13:00,광명3동,비,17.0,59,5.1,3.2,16.9,우산 준비
2026-04-09 15:00,2026-04-09,15:00,광명3동,비,17.7,57,3.4,3.6,17.5,우산 준비
2026-04-09 17:00,2026-04-09,17:00,광명3동,약한비,15.3,65,0.5,3.7,15.4,우산 준비
2026-05-14 09:00,2026-05-14,09:00,광명3동,맑음,18.2,60,0,2.7,18.2,정상
2026-05-14 11:00,2026-05-14,11:00,광명3동,맑음,21.0,53,0,3.2,20.7,정상
2026-05-14 13:00,2026-05-14,13:00,광명3동,맑음,23.8,51,0,3.3,23.5,정상
2026-05-14 15:00,2026-05-14,15:00,광명3동,맑음,24.5,48,0,3.1,24.3,정상
2026-05-14 17:00,2026-05-14,17:00,광명3동,맑음,22.5,55,0,2.8,22.3,정상
2026-06-11 09:00,2026-06-11,09:00,광명3동,약한비,22.7,80,0.7,3.5,23.4,우산 준비
2026-06-11 11:00,2026-06-11,11:00,광명3동,비,25.3,76,2.3,3.4,25.9,우산 준비
2026-06-11 13:00,2026-06-11,13:00,광명3동,비,27.6,69,7.7,3.9,27.8,우산 준비
2026-06-11 15:00,2026-06-11,15:00,광명3동,비,28.8,66,5.1,3.7,28.9,우산 준비
2026-06-11 17:00,2026-06-11,17:00,광명3동,약한비,26.4,73,1.2,3.8,26.8,우산 준비
2026-07-02 09:00,2026-07-02,09:00,광명3동,맑음,26.2,76,0,3.3,26.8,정상
2026-07-02 11:00,2026-07-02,11:00,광명3동,맑음,29.0,68,0,3.4,29.2,정상
2026-07-02 13:00,2026-07-02,13:00,광명3동,맑음,31.8,63,0,3.2,31.9,정상
2026-07-02 15:00,2026-07-02,15:00,광명3동,폭염,33.0,64,0,3.0,33.1,폭염주의
2026-07-02 17:00,2026-07-02,17:00,광명3동,맑음,30.9,69,0,3.1,31.2,정상
2026-07-09 09:00,2026-07-09,09:00,광명3동,비,24.1,94,3.6,4.8,25.3,우산 준비
2026-07-09 11:00,2026-07-09,11:00,광명3동,비,27.3,85,10.1,5.0,28.1,호우주의
2026-07-09 13:00,2026-07-09,13:00,광명3동,폭우,30.0,82,23.6,4.9,30.7,호우경보
2026-07-09 15:00,2026-07-09,15:00,광명3동,비,30.5,79,16.4,4.5,31.1,호우주의
2026-07-09 17:00,2026-07-09,17:00,광명3동,비,28.9,84,5.2,5.1,29.7,우산 준비
2026-07-16 09:00,2026-07-16,09:00,광명3동,맑음,29.2,68,0,2.8,29.5,정상
2026-07-16 11:00,2026-07-16,11:00,광명3동,맑음,31.9,62,0,2.9,31.9,정상
2026-07-16 13:00,2026-07-16,13:00,광명3동,폭염,34.9,53,0,3.1,34.7,폭염주의
2026-07-16 15:00,2026-07-16,15:00,광명3동,폭염,35.6,55,0,3.0,35.4,폭염경보
2026-07-16 17:00,2026-07-16,17:00,광명3동,폭염,33.7,61,0,2.9,33.7,폭염주의
2026-07-20 09:00,2026-07-20,09:00,광명3동,흐림,27.6,86,0,4.0,28.5,관심
2026-07-20 11:00,2026-07-20,11:00,광명3동,약한비,30.2,81,0.3,4.3,30.9,우산 준비
2026-07-20 13:00,2026-07-20,13:00,광명3동,비,33.1,74,7.3,4.5,33.5,우산 준비
2026-07-20 15:00,2026-07-20,15:00,광명3동,폭우,33.7,70,25.3,4.1,34.0,호우경보
2026-07-20 17:00,2026-07-20,17:00,광명3동,비,31.9,79,4.0,4.1,32.5,우산 준비
