일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-15 09:00,2026-01-15,09:00,철산2동,한파,-6.5,60,0,4.4,-8.5,한파주의
2026-01-15 11:00,2026-01-15,11:00,철산2동,맑음,-4.0,54,0,4.2,-5.9,정상
2026-01-15 13:00,2026-01-15,13:00,철산2동,맑음,-1.1,51,0,4.2,-3.0,정상
2026-01-15 15:00,2026-01-15,15:00,철산2동,맑음,-0.7,47,0,4.3,-2.6,정상
2026-01-15 17:00,2026-01-15,17:00,철산2동,맑음,-2.8,54,0,4.6,-4.9,정상
2026-02-12 09:00,2026-02-12,09:00,철산2동,눈,-2.6,73,0,3.9,-4.4,정상
2026-02-12 11:00,2026-02-12,11:00,철산2동,약한비,0.1,68,0.6,3.7,-1.6,우산 준비
2026-02-12 13:00,2026-02-12,13:00,철산2동,비,2.6,62,2.6,3.9,0.8,우산 준비
2026-02-12 15:00,2026-02-12,15:00,철산2동,약한비,3.5,64,1.4,3.7,1.8,우산 준비
2026-02-12 17:00,2026-02-12,17:00,철산2동,눈,1.5,70,0,3.5,-0.1,정상
2026-03-12 09:00,2026-03-12,09:00,철산2동,구름조금,4.9,57,0,4.9,2.7,관심
2026-03-12 11:00,2026-03-12,11:00,철산2동,구름조금,8.0,55,0,6.8,7.5,강풍주의
2026-03-12 13:00,2026-03-12,13:00,철산2동,강풍,10.3,48,0,7.2,9.7,강풍주의
2026-03-12 15:00,2026-03-12,15:00,철산2동,구름조금,11.4,47,0,6.9,10.8,강풍주의
2026-03-12 17:00,2026-03-12,17:00,철산2동,구름조금,9.1,50,0,4.8,8.7,관심
2026-04-09 09:00,2026-04-09,09:00,철산2동,약한비,10.9,70,0.3,3.3,11.2,우산 준비
2026-04-09 11:00,2026-04-09,11:00,철산2동,비,14.1,66,2.2,3.4,14.3,우산 준비
2026-04-09 13:00,2026-04-09,13:00,철산2동,비,16.7,62,5.0,3.4,16.7,우산 준비
2026-04-09 15:00,2026-04-09,15:00,철산2동,비,17.4,56,3.1,3.1,17.2,우산 준비
2026-04-09 17:00,2026-04-09,17:00,철산2동,약한비,15.4,67,0.8,3.1,15.6,우산 준비
2026-05-14 09:00,2026-05-14,09:00,철산2동,맑음,18.5,58,0,2.8,18.4,정상
2026-05-14 11:00,2026-05-14,11:00,철산2동,맑음,21.3,57,0,2.9,21.1,정상
2026-05-14 13:00,2026-05-14,13:00,철산2동,맑음,23.5,48,0,3.0,23.3,정상
2026-05-14 15:00,2026-05-14,15:00,철산2동,맑음,24.4,48,0,2.7,24.2,정상
2026-05-14 17:00,2026-05-14,17:00,철산2동,맑음,22.5,56,0,2.9,22.3,정상
2026-06-11 09:00,2026-06-11,09:00,철산2동,약한비,21.9,81,0.7,3.2,22.7,우산 준비
2026-06-11 11:00,2026-06-11,11:00,철산2동,비,25.3,77,2.2,3.4,25.9,우산 준비
2026-06-11 13:00,2026-06-11,13:00,철산2동,비,27.9,72,7.6,3.4,28.3,우산 준비
2026-06-11 15:00,2026-06-11,15:00,철산2동,비,28.3,69,5.3,3.7,28.6,우산 준비
2026-06-11 17:00,2026-06-11,17:00,철산2동,약한비,26.6,77,1.5,3.1,27.2,우산 준비
2026-07-02 09:00,2026-07-02,09:00,철산2동,맑음,26.0,77,0,2.8,26.7,정상
2026-07-02 11:00,2026-07-02,11:00,철산2동,맑음,29.3,69,0,3.1,29.6,정상
2026-07-02 13:00,2026-07-02,13:00,철산2동,맑음,31.3,64,0,3.2,31.4,정상
2026-07-02 15:00,2026-07-02,15:00,철산2동,맑음,32.7,64,0,3.0,32.8,폭염주의
2026-07-02 17:00,2026-07-02,17:00,철산2동,맑음,30.3,69,0,3.2,30.6,정상
2026-07-09 09:00,2026-07-09,09:00,철산2동,비,24.4,91,3.4,4.5,25.5,우산 준비
2026-07-09 11:00,2026-07-09,11:00,철산2동,비,26.7,88,10.0,4.4,27.7,호우주의
2026-07-09 13:00,2026-07-09,13:00,철산2동,폭우,29.7,79,23.7,4.5,30.3,호우경보
2026-07-09 15:00,2026-07-09,15:00,철산2동,비,30.7,77,16.0,4.5,31.2,호우주의
2026-07-09 17:00,2026-07-09,17:00,철산2동,비,28.3,88,5.2,4.6,29.3,우산 준비
2026-07-16 09:00,2026-07-16,09:00,철산2동,맑음,29.5,65,0,2.6,29.7,정상
2026-07-16 11:00,2026-07-16,11:00,철산2동,맑음,32.2,61,0,2.6,32.2,폭염주의
2026-07-16 13:00,2026-07-16,13:00,철산2동,폭염,34.9,53,0,2.6,34.7,폭염주의
2026-07-16 15:00,2026-07-16,15:00,철산2동,폭염,35.7,55,0,2.3,35.5,폭염경보
2026-07-16 17:00,2026-07-16,17:00,철산2동,폭염,33.1,62,0,2.8,33.2,폭염주의
2026-07-20 09:00,2026-07-20,09:00,철산2동,흐림,27.0,84,0,3.7,27.9,관심
2026-07-20 11:00,2026-07-20,11:00,철산2동,약한비,30.3,80,0.7,3.9,31.0,우산 준비
2026-07-20 13:00,2026-07-20,13:00,철산2동,비,32.8,73,6.9,4.1,33.2,우산 준비
2026-07-20 15:00,2026-07-20,15:00,철산2동,폭우,33.3,74,25.4,4.3,33.7,호우경보
2026-07-20 17:00,2026-07-20,17:00,철산2동,비,31.5,80,4.4,3.8,32.2,우산 준비
