일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-15 09:00,2026-01-15,09:00,철산1동,한파,-7.3,67,0,4.0,-9.1,한파주의
2026-01-15 11:00,2026-01-15,11:00,철산1동,맑음,-4.0,64,0,4.1,-5.8,정상
2026-01-15 13:00,2026-01-15,13:00,철산1동,맑음,-1.5,57,0,4.3,-3.4,정상
2026-01-15 15:00,2026-01-15,15:00,철산1동,맑음,-0.5,56,0,4.1,-2.3,정상
2026-01-15 17:00,2026-01-15,17:00,철산1동,맑음,-2.5,59,0,4.2,-4.4,정상
2026-02-12 09:00,2026-02-12,09:00,철산1동,눈,-2.7,81,0,3.7,-4.4,정상
2026-02-12 11:00,2026-02-12,11:00,철산1동,약한비,-0.4,76,0.9,3.7,-2.1,우산 준비
2026-02-12 13:00,2026-02-12,13:00,철산1동,비,2.1,69,2.4,3.5,0.5,우산 준비
2026-02-12 15:00,2026-02-12,15:00,철산1동,약한비,3.1,68,1.4,3.4,1.6,우산 준비
2026-02-12 17:00,2026-02-12,17:00,철산1동,눈,1.4,77,0,3.3,-0.1,정상
2026-03-12 09:00,2026-03-12,09:00,철산1동,구름조금,5.0,62,0,4.4,4.9,관심
2026-03-12 11:00,2026-03-12,11:00,철산1동,구름조금,8.1,58,0,6.5,7.7,강풍주의
2026-03-12 13:00,2026-03-12,13:00,철산1동,구름조금,10.2,52,0,6.9,9.6,강풍주의
2026-03-12 15:00,2026-03-12,15:00,철산1동,구름조금,11.5,49,0,6.8,11.0,강풍주의
2026-03-12 17:00,2026-03-12,17:00,철산1동,구름조금,9.1,56,0,4.6,8.8,관심
2026-04-09 09:00,2026-04-09,09:00,철산1동,약한비,11.2,77,0.5,3.1,11.8,우산 준비
2026-04-09 11:00,2026-04-09,11:00,철산1동,비,14.1,71,2.1,3.2,14.5,우산 준비
2026-04-09 13:00,2026-04-09,13:00,철산1동,비,16.5,64,4.4,2.8,16.6,우산 준비
2026-04-09 15:00,2026-04-09,15:00,철산1동,비,17.4,66,3.0,3.0,17.6,우산 준비
2026-04-09 17:00,2026-04-09,17:00,철산1동,약한비,15.0,71,0.8,3.2,15.4,우산 준비
2026-05-14 09:00,2026-05-14,09:00,철산1동,맑음,17.9,67,0,2.5,18.2,정상
2026-05-14 11:00,2026-05-14,11:00,철산1동,맑음,20.9,59,0,2.2,20.9,정상
2026-05-14 13:00,2026-05-14,13:00,철산1동,맑음,23.4,56,0,2.7,23.2,정상
2026-05-14 15:00,2026-05-14,15:00,철산1동,맑음,24.0,51,0,2.3,23.8,정상
2026-05-14 17:00,2026-05-14,17:00,철산1동,맑음,22.2,61,0,2.6,22.2,정상
2026-06-11 09:00,2026-06-11,09:00,철산1동,약한비,22.2,87,0.8,3.1,23.2,우산 준비
2026-06-11 11:00,2026-06-11,11:00,철산1동,비,24.7,84,2.4,3.3,25.6,우산 준비
2026-06-11 13:00,2026-06-11,13:00,철산1동,비,27.4,74,7.0,2.9,27.9,우산 준비
2026-06-11 15:00,2026-06-11,15:00,철산1동,비,28.1,76,5.2,3.0,28.7,우산 준비
2026-06-11 17:00,2026-06-11,17:00,철산1동,약한비,26.5,80,1.3,3.3,27.2,우산 준비
2026-07-02 09:00,2026-07-02,09:00,철산1동,맑음,26.2,81,0,2.9,27.0,정상
2026-07-02 11:00,2026-07-02,11:00,철산1동,맑음,29.0,78,0,2.7,29.7,정상
2026-07-02 13:00,2026-07-02,13:00,철산1동,맑음,31.7,71,0,2.4,32.1,정상
2026-07-02 15:00,2026-07-02,15:00,철산1동,맑음,32.5,66,0,2.5,32.7,폭염주의
2026-07-02 17:00,2026-07-02,17:00,철산1동,맑음,30.4,76,0,2.7,31.0,정상
2026-07-09 09:00,2026-07-09,09:00,철산1동,비,23.7,99,3.1,4.4,25.1,우산 준비
2026-07-09 11:00,2026-07-09,11:00,철산1동,비,26.5,94,9.1,4.2,27.7,호우주의
2026-07-09 13:00,2026-07-09,13:00,철산1동,폭우,29.3,89,22.3,4.6,30.3,호우경보
2026-07-09 15:00,2026-07-09,15:00,철산1동,비,30.5,86,15.3,4.1,31.4,호우주의
2026-07-09 17:00,2026-07-09,17:00,철산1동,비,28.1,92,4.9,4.3,29.2,우산 준비
2026-07-16 09:00,2026-07-16,09:00,철산1동,맑음,29.0,74,0,2.4,29.6,정상
2026-07-16 11:00,2026-07-16,11:00,철산1동,맑음,32.0,68,0,2.2,32.3,폭염주의
2026-07-16 13:00,2026-07-16,13:00,철산1동,폭염,34.6,63,0,2.3,34.7,폭염주의
2026-07-16 15:00,2026-07-16,15:00,철산1동,폭염,35.4,60,0,2.0,35.4,폭염경보
2026-07-16 17:00,2026-07-16,17:00,철산1동,폭염,33.1,66,0,2.4,33.3,폭염주의
2026-07-20 09:00,2026-07-20,09:00,철산1동,흐림,26.9,92,0,3.8,28.1,관심
2026-07-20 11:00,2026-07-20,11:00,철산1동,약한비,29.7,88,0.4,3.7,30.7,우산 준비
2026-07-20 13:00,2026-07-20,13:00,철산1동,비,32.2,80,6.6,3.8,32.9,우산 준비
2026-07-20 15:00,2026-07-20,15:00,철산1동,폭우,33.4,80,23.9,3.7,34.1,호우경보
2026-07-20 17:00,2026-07-20,17:00,철산1동,비,31.0,84,3.8,4.0,31.8,우산 준비
