일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-15 09:00,2026-01-15,09:00,하안2동,한파,-6.1,65,0,4.6,-8.2,한파주의
2026-01-15 11:00,2026-01-15,11:00,하안2동,맑음,-3.5,59,0,4.6,-5.6,정상
2026-01-15 13:00,2026-01-15,13:00,하안2동,맑음,-0.5,54,0,4.3,-2.4,정상
2026-01-15 15:00,2026-01-15,15:00,하안2동,맑음,0.3,53,0,4.2,-1.6,정상
2026-01-15 17:00,2026-01-15,17:00,하안2동,맑음,-1.7,59,0,4.4,-3.7,정상
2026-02-12 09:00,2026-02-12,09:00,하안2동,눈,-2.3,78,0,4.1,-4.1,정상
2026-02-12 11:00,2026-02-12,11:00,하안2동,약한비,1.0,72,0.6,3.6,-0.6,우산 준비
2026-02-12 13:00,2026-02-12,13:00,하안2동,비,3.4,65,2.3,3.7,1.7,우산 준비
2026-02-12 15:00,2026-02-12,15:00,하안2동,약한비,4.4,65,1.1,3.7,2.7,우산 준비
2026-02-12 17:00,2026-02-12,17:00,하안2동,눈,2.0,72,0,3.9,0.2,정상
2026-03-12 09:00,2026-03-12,09:00,하안2동,구름조금,6.1,59,0,5.1,5.9,관심
2026-03-12 11:00,2026-03-12,11:00,하안2동,강풍,8.9,54,0,7.0,8.3,강풍주의
2026-03-12 13:00,2026-03-12,13:00,하안2동,강풍,11.0,51,0,7.1,10.4,강풍주의
2026-03-12 15:00,2026-03-12,15:00,하안2동,강풍,12.4,49,0,7.3,11.8,강풍주의
2026-03-12 17:00,2026-03-12,17:00,하안2동,구름조금,10.0,54,0,4.9,9.6,관심
2026-04-09 09:00,2026-04-09,09:00,하안2동,약한비,11.7,76,0.5,3.5,12.3,우산 준비
2026-04-09 11:00,2026-04-09,11:00,하안2동,비,14.5,69,2.0,3.6,14.8,우산 준비
2026-04-09 13:00,2026-04-09,13:00,하안2동,비,17.2,61,4.5,3.5,17.2,우산 준비
2026-04-09 15:00,2026-04-09,15:00,하안2동,비,18.5,61,2.7,3.4,18.5,우산 준비
2026-04-09 17:00,2026-04-09,17:00,하안2동,약한비,16.2,67,0.7,3.1,16.4,우산 준비
2026-05-14 09:00,2026-05-14,09:00,하안2동,맑음,19.1,65,0,3.0,19.3,정상
2026-05-14 11:00,2026-05-14,11:00,하안2동,맑음,21.6,59,0,3.1,21.5,정상
2026-05-14 13:00,2026-05-14,13:00,하안2동,맑음,24.1,53,0,2.9,23.9,정상
2026-05-14 15:00,2026-05-14,15:00,하안2동,맑음,25.4,52,0,3.0,25.2,정상
2026-05-14 17:00,2026-05-14,17:00,하안2동,맑음,23.0,57,0,3.1,22.8,정상
2026-06-11 09:00,2026-06-11,09:00,하안2동,약한비,22.7,85,0.8,3.4,23.6,우산 준비
2026-06-11 11:00,2026-06-11,11:00,하안2동,비,25.7,78,2.0,3.5,26.3,우산 준비
2026-06-11 13:00,2026-06-11,13:00,하안2동,비,28.3,74,6.7,3.3,28.8,우산 준비
2026-06-11 15:00,2026-06-11,15:00,하안2동,비,29.2,72,4.5,3.6,29.6,우산 준비
2026-06-11 17:00,2026-06-11,17:00,하안2동,약한비,27.4,80,0.9,3.6,28.1,우산 준비
2026-07-02 09:00,2026-07-02,09:00,하안2동,맑음,26.8,80,0,3.3,27.5,정상
2026-07-02 11:00,2026-07-02,11:00,하안2동,맑음,29.4,72,0,2.9,29.8,정상
2026-07-02 13:00,2026-07-02,13:00,하안2동,맑음,32.3,66,0,2.9,32.5,폭염주의
2026-07-02 15:00,2026-07-02,15:00,하안2동,폭염,33.5,66,0,3.3,33.7,폭염주의
2026-07-02 17:00,2026-07-02,17:00,하안2동,맑음,31.5,74,0,3.1,32.0,정상
2026-07-09 09:00,2026-07-09,09:00,하안2동,비,24.9,94,2.9,4.5,26.1,우산 준비
2026-07-09 11:00,2026-07-09,11:00,하안2동,비,27.8,92,8.6,4.4,28.9,호우주의
2026-07-09 13:00,2026-07-09,13:00,하안2동,폭우,30.5,86,20.5,4.6,31.4,호우경보
2026-07-09 15:00,2026-07-09,15:00,하안2동,비,30.9,84,14.0,4.7,31.7,호우주의
2026-07-09 17:00,2026-07-09,17:00,하안2동,비,28.9,91,4.5,4.9,29.9,우산 준비
2026-07-16 09:00,2026-07-16,09:00,하안2동,맑음,29.6,70,0,2.9,30.0,정상
2026-07-16 11:00,2026-07-16,11:00,하안2동,맑음,32.5,62,0,2.4,32.6,폭염주의
2026-07-16 13:00,2026-07-16,13:00,하안2동,폭염,35.6,58,0,2.9,35.5,폭염경보
2026-07-16 15:00,2026-07-16,15:00,하안2동,폭염,36.0,57,0,2.8,35.9,폭염경보
2026-07-16 17:00,2026-07-16,17:00,하안2동,폭염,34.0,65,0,2.4,34.2,폭염주의
2026-07-20 09:00,2026-07-20,09:00,하안2동,흐림,28.2,88,0,4.4,29.2,관심
2026-07-20 11:00,2026-07-20,11:00,하안2동,약한비,30.4,85,0.3,4.2,31.3,우산 준비
2026-07-20 13:00,2026-07-20,13:00,하안2동,비,33.2,75,5.9,4.3,33.7,우산 준비
2026-07-20 15:00,2026-07-20,15:00,하안2동,폭우,34.5,76,22.0,4.4,35.0,호우경보
2026-07-20 17:00,2026-07-20,17:00,하안2동,비,32.2,83,3.8,4.0,33.0,우산 준비
