일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-15 09:00,2026-01-15,09:00,광명6동,한파,-6.0,62,0,4.6,-8.1,한파주의
2026-01-15 11:00,2026-01-15,11:00,광명6동,맑음,-3.2,54,0,4.7,-5.3,정상
2026-01-15 13:00,2026-01-15,13:00,광명6동,맑음,-0.7,50,0,4.7,-2.8,정상
2026-01-15 15:00,2026-01-15,15:00,광명6동,맑음,0.2,49,0,4.2,-1.7,정상
2026-01-15 17:00,2026-01-15,17:00,광명6동,맑음,-1.5,57,0,4.2,-3.4,정상
2026-02-12 09:00,2026-02-12,09:00,광명6동,눈,-2.4,77,0,3.8,-4.1,정상
2026-02-12 11:00,2026-02-12,11:00,광명6동,약한비,0.5,69,0.6,4.1,-1.3,우산 준비
2026-02-12 13:00,2026-02-12,13:00,광명6동,비,3.1,62,2.1,3.9,1.3,우산 준비
2026-02-12 15:00,2026-02-12,15:00,광명6동,약한비,4.5,62,1.1,3.6,2.9,우산 준비
2026-02-12 17:00,2026-02-12,17:00,광명6동,눈,2.1,67,0,3.8,0.4,정상
2026-03-12 09:00,2026-03-12,09:00,광명6동,구름조금,5.8,59,0,4.6,5.6,관심
2026-03-12 11:00,2026-03-12,11:00,광명6동,강풍,8.7,52,0,7.2,8.1,강풍주의
2026-03-12 13:00,2026-03-12,13:00,광명6동,구름조금,11.5,46,0,6.8,11.0,강풍주의
2026-03-12 15:00,2026-03-12,15:00,광명6동,강풍,12.5,45,0,7.0,11.9,강풍주의
2026-03-12 17:00,2026-03-12,17:00,광명6동,구름조금,10.2,50,0,5.1,9.8,관심
2026-04-09 09:00,2026-04-09,09:00,광명6동,약한비,11.7,71,0.5,3.1,12.1,우산 준비
2026-04-09 11:00,2026-04-09,11:00,광명6동,비,14.7,68,2.0,3.1,15.0,우산 준비
2026-04-09 13:00,2026-04-09,13:00,광명6동,비,17.1,58,4.1,3.2,17.0,우산 준비
2026-04-09 15:00,2026-04-09,15:00,광명6동,비,18.3,59,2.5,3.2,18.2,우산 준비
2026-04-09 17:00,2026-04-09,17:00,광명6동,약한비,16.2,67,0.4,3.3,16.4,우산 준비
2026-05-14 09:00,2026-05-14,09:00,광명6동,맑음,18.7,58,0,3.1,18.6,정상
2026-05-14 11:00,2026-05-14,11:00,광명6동,맑음,22.0,57,0,2.8,21.9,정상
2026-05-14 13:00,2026-05-14,13:00,광명6동,맑음,24.3,51,0,2.7,24.1,정상
2026-05-14 15:00,2026-05-14,15:00,광명6동,맑음,25.5,47,0,2.7,25.3,정상
2026-05-14 17:00,2026-05-14,17:00,광명6동,맑음,23.3,55,0,2.9,23.1,정상
2026-06-11 09:00,2026-06-11,09:00,광명6동,약한비,22.7,79,0.7,3.8,23.4,우산 준비
2026-06-11 11:00,2026-06-11,11:00,광명6동,비,25.9,78,2.0,3.4,26.5,우산 준비
2026-06-11 13:00,2026-06-11,13:00,광명6동,비,28.4,70,6.2,3.7,28.7,우산 준비
2026-06-11 15:00,2026-06-11,15:00,광명6동,비,29.3,69,4.3,3.5,29.6,우산 준비
2026-06-11 17:00,2026-06-11,17:00,광명6동,약한비,27.4,76,1.1,3.7,27.9,우산 준비
2026-07-02 09:00,2026-07-02,09:00,광명6동,맑음,26.7,76,0,3.1,27.3,정상
2026-07-02 11:00,2026-07-02,11:00,광명6동,맑음,29.6,72,0,3.2,30.0,정상
2026-07-02 13:00,2026-07-02,13:00,광명6동,맑음,32.0,65,0,3.1,32.2,폭염주의
2026-07-02 15:00,2026-07-02,15:00,광명6동,폭염,33.5,63,0,3.2,33.6,폭염주의
2026-07-02 17:00,2026-07-02,17:00,광명6동,맑음,31.0,70,0,2.8,31.4,정상
2026-07-09 09:00,2026-07-09,09:00,광명6동,비,25.1,91,2.8,4.9,26.1,우산 준비
2026-07-09 11:00,2026-07-09,11:00,광명6동,비,27.5,87,8.3,4.8,28.4,호우주의
2026-07-09 13:00,2026-07-09,13:00,광명6동,폭우,30.3,81,19.4,4.4,31.0,호우주의
2026-07-09 15:00,2026-07-09,15:00,광명6동,비,31.6,80,13.0,4.7,32.2,호우주의
2026-07-09 17:00,2026-07-09,17:00,광명6동,비,29.2,85,4.5,4.5,30.0,우산 준비
2026-07-16 09:00,2026-07-16,09:00,광명6동,맑음,29.7,67,0,2.9,29.9,정상
2026-07-16 11:00,2026-07-16,11:00,광명6동,맑음,32.6,61,0,2.6,32.6,폭염주의
2026-07-16 13:00,2026-07-16,13:00,광명6동,폭염,35.6,57,0,2.5,35.5,폭염경보
2026-07-16 15:00,2026-07-16,15:00,광명6동,폭염,36.5,55,0,2.6,36.3,폭염경보
2026-07-16 17:00,2026-07-16,17:00,광명6동,폭염,33.9,62,0,2.9,33.9,폭염주의
2026-07-20 09:00,2026-07-20,09:00,광명6동,흐림,27.9,87,0,4.0,28.9,관심
2026-07-20 11:00,2026-07-20,11:00,광명6동,약한비,30.6,82,0.2,4.4,31.3,우산 준비
2026-07-20 13:00,2026-07-20,13:00,광명6동,비,33.2,73,5.8,4.3,33.6,우산 준비
2026-07-20 15:00,2026-07-20,15:00,광명6동,폭우,34.0,72,20.8,4.2,34.3,호우경보
2026-07-20 17:00,2026-07-20,17:00,광명6동,비,31.8,79,3.3,4.0,32.4,우산 준비
