일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-15 09:00,2026-01-15,09:00,광명1동,한파,-6.7,66,0,4.1,-8.5,한파주의
2026-01-15 11:00,2026-01-15,11:00,광명1동,맑음,-4.2,61,0,4.1,-6.0,정상
2026-01-15 13:00,2026-01-15,13:00,광명1동,맑음,-1.8,54,0,4.1,-3.6,정상
2026-01-15 15:00,2026-01-15,15:00,광명1동,맑음,-0.4,52,0,4.1,-2.2,정상
2026-01-15 17:00,2026-01-15,17:00,광명1동,맑음,-2.4,56,0,4.2,-4.3,정상
2026-02-12 09:00,2026-02-12,09:00,광명1동,눈,-3.0,80,0,3.2,-4.4,정상
2026-02-12 11:00,2026-02-12,11:00,광명1동,약한비,0.1,72,0.4,3.3,-1.4,우산 준비
2026-02-12 13:00,2026-02-12,13:00,광명1동,비,2.4,65,2.2,3.2,1.0,우산 준비
2026-02-12 15:00,2026-02-12,15:00,광명1동,약한비,3.4,63,1.1,3.3,1.9,우산 준비
2026-02-12 17:00,2026-02-12,17:00,광명1동,눈,1.0,71,0,3.3,-0.5,정상
2026-03-12 09:00,2026-03-12,09:00,광명1동,구름조금,4.8,63,0,4.3,2.9,관심
2026-03-12 11:00,2026-03-12,11:00,광명1동,구름조금,7.9,58,0,6.8,7.5,강풍주의
2026-03-12 13:00,2026-03-12,13:00,광명1동,구름조금,10.5,52,0,6.6,10.0,강풍주의
2026-03-12 15:00,2026-03-12,15:00,광명1동,구름조금,11.0,47,0,6.6,10.5,강풍주의
2026-03-12 17:00,2026-03-12,17:00,광명1동,구름조금,9.1,57,0,4.4,8.8,관심
2026-04-09 09:00,2026-04-09,09:00,광명1동,약한비,11.1,76,0.3,3.1,11.7,우산 준비
2026-04-09 11:00,2026-04-09,11:00,광명1동,비,14.2,71,2.1,2.9,14.6,우산 준비
2026-04-09 13:00,2026-04-09,13:00,광명1동,비,16.3,61,4.2,3.2,16.3,우산 준비
2026-04-09 15:00,2026-04-09,15:00,광명1동,비,17.1,63,2.9,3.0,17.2,우산 준비
2026-04-09 17:00,2026-04-09,17:00,광명1동,약한비,15.5,67,0.9,2.9,15.7,우산 준비
2026-05-14 09:00,2026-05-14,09:00,광명1동,맑음,18.3,64,0,2.7,18.4,정상
2026-05-14 11:00,2026-05-14,11:00,광명1동,맑음,20.7,58,0,2.7,20.6,정상
2026-05-14 13:00,2026-05-14,13:00,광명1동,맑음,23.6,53,0,2.6,23.4,정상
2026-05-14 15:00,2026-05-14,15:00,광명1동,맑음,24.1,50,0,2.6,23.9,정상
2026-05-14 17:00,2026-05-14,17:00,광명1동,맑음,22.4,56,0,2.2,22.3,정상
2026-06-11 09:00,2026-06-11,09:00,광명1동,약한비,22.2,85,0.6,2.9,23.2,우산 준비
2026-06-11 11:00,2026-06-11,11:00,광명1동,비,24.9,81,2.2,2.9,25.7,우산 준비
2026-06-11 13:00,2026-06-11,13:00,광명1동,비,27.1,72,6.8,3.3,27.5,우산 준비
2026-06-11 15:00,2026-06-11,15:00,광명1동,비,28.3,72,4.4,3.0,28.7,우산 준비
2026-06-11 17:00,2026-06-11,17:00,광명1동,약한비,25.9,79,1.3,3.4,26.6,우산 준비
2026-07-02 09:00,2026-07-02,09:00,광명1동,맑음,25.7,80,0,2.4,26.5,정상
2026-07-02 11:00,2026-07-02,11:00,광명1동,맑음,28.7,75,0,2.7,29.3,정상
2026-07-02 13:00,2026-07-02,13:00,광명1동,맑음,31.4,65,0,2.4,31.6,정상
2026-07-02 15:00,2026-07-02,15:00,광명1동,맑음,32.5,66,0,2.7,32.7,폭염주의
2026-07-02 17:00,2026-07-02,17:00,광명1동,맑음,30.1,72,0,2.5,30.6,정상
2026-07-09 09:00,2026-07-09,09:00,광명1동,비,24.2,97,2.8,4.3,25.5,우산 준비
2026-07-09 11:00,2026-07-09,11:00,광명1동,비,26.7,90,8.6,4.2,27.8,호우주의
2026-07-09 13:00,2026-07-09,13:00,광명1동,폭우,29.8,85,20.7,4.5,30.6,호우경보
2026-07-09 15:00,2026-07-09,15:00,광명1동,비,30.7,81,14.2,4.2,31.4,호우주의
2026-07-09 17:00,2026-07-09,17:00,광명1동,비,28.0,89,4.8,4.2,29.0,우산 준비
2026-07-16 09:00,2026-07-16,09:00,광명1동,맑음,29.4,68,0,2.5,29.7,정상
2026-07-16 11:00,2026-07-16,11:00,광명1동,맑음,31.8,63,0,2.4,31.9,정상
2026-07-16 13:00,2026-07-16,13:00,광명1동,폭염,34.3,58,0,2.1,34.3,폭염주의
2026-07-16 15:00,2026-07-16,15:00,광명1동,폭염,35.4,55,0,2.4,35.2,폭염경보
2026-07-16 17:00,2026-07-16,17:00,광명1동,맑음,32.9,63,0,2.3,33.0,폭염주의
2026-07-20 09:00,2026-07-20,09:00,광명1동,흐림,27.4,89,0,3.9,28.4,관심
2026-07-20 11:00,2026-07-20,11:00,광명1동,약한비,30.1,82,0.2,3.9,30.9,우산 준비
2026-07-20 13:00,2026-07-20,13:00,광명1동,비,32.5,78,6.1,3.6,33.1,우산 준비
2026-07-20 15:00,2026-07-20,15:00,광명1동,폭우,33.3,74,22.4,3.7,33.8,호우경보
2026-07-20 17:00,2026-07-20,17:00,광명1동,비,31.0,83,3.9,3.8,31.8,우산 준비
