일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-01 9:00,2026-01-01,9:00,시흥5동,맑음,-6.5,42,0,2,-3,정상
2026-01-06 7:00,2026-01-06,7:00,시흥5동,눈,-3.5,50,1.9,6.3,-7.6,우산 준비
2026-01-11 6:00,2026-01-11,6:00,시흥5동,한파,-1,58,0,3.8,-8.4,한파주의
2026-01-16 5:00,2026-01-16,5:00,시흥5동,진눈깨비,-0.2,70,1.6,3.3,-8.5,우산 준비
2026-01-21 3:00,2026-01-21,3:00,시흥5동,한파,-2.2,46,0,5.2,-7.8,한파주의
2026-01-26 2:00,2026-01-26,2:00,시흥5동,맑음,-2.9,64,0,2.1,-5.8,정상
2026-01-31 1:00,2026-01-31,1:00,시흥5동,눈,0.4,61,1.5,1.8,-7.4,우산 준비
2026-02-04 23:00,2026-02-04,23:00,시흥5동,맑음,3.1,66,0,6.9,-2.2,강풍주의
2026-02-09 22:00,2026-02-09,22:00,시흥5동,진눈깨비,3.4,54,1.5,3.6,-1.1,우산 준비
2026-02-14 21:00,2026-02-14,21:00,시흥5동,맑음,1.3,45,0,3.3,-2.2,정상
2026-02-19 19:00,2026-02-19,19:00,시흥5동,맑음,5.5,44,0,5.4,-2.3,관심
2026-02-24 18:00,2026-02-24,18:00,시흥5동,눈,8.2,82,3.2,3.4,0.4,우산 준비
2026-03-01 17:00,2026-03-01,17:00,시흥5동,맑음,10.6,58,0,3,6.4,정상
2026-03-06 16:00,2026-03-06,16:00,시흥5동,비,11.6,56,4.9,7.7,6.8,우산 준비
2026-03-11 14:00,2026-03-11,14:00,시흥5동,맑음,9.8,51,0,1.4,9.8,정상
2026-03-16 13:00,2026-03-16,13:00,시흥5동,맑음,11.1,37,0,2.6,6.8,정상
2026-03-21 12:00,2026-03-21,12:00,시흥5동,맑음,13.9,61,0,5.2,8.9,관심
2026-03-26 10:00,2026-03-26,10:00,시흥5동,비,16.7,82,3.7,1.5,7.9,우산 준비
2026-03-31 9:00,2026-03-31,9:00,시흥5동,맑음,17.7,61,0,1.4,6.9,정상
2026-04-05 8:00,2026-04-05,8:00,시흥5동,맑음,15.7,49,0,6.9,13.2,강풍주의
2026-04-10 6:00,2026-04-10,6:00,시흥5동,맑음,18.2,36,0,2.1,15,정상
2026-04-15 5:00,2026-04-15,5:00,시흥5동,비,21.3,54,1.6,2.1,14.8,우산 준비
2026-04-20 4:00,2026-04-20,4:00,시흥5동,맑음,23.6,41,0,5.4,15.1,관심
2026-04-25 2:00,2026-04-25,2:00,시흥5동,맑음,24.4,38,0,2.4,12.1,정상
2026-04-30 1:00,2026-04-30,1:00,시흥5동,맑음,22.7,57,0,2.1,12.4,정상
2026-05-05 0:00,2026-05-05,0:00,시흥5동,비,22.4,61,3.3,7,19.6,우산 준비
2026-05-09 23:00,2026-05-09,23:00,시흥5동,맑음,25.4,38,0,1.4,17.5,정상
2026-05-14 21:00,2026-05-14,21:00,시흥5동,맑음,28,42,0,2.8,19.4,정상
2026-05-19 20:00,2026-05-19,20:00,시흥5동,맑음,28.4,37,0,5,19.8,관심
2026-05-24 19:00,2026-05-24,19:00,시흥5동,비,26.3,57,2.7,1.4,20.4,우산 준비
2026-05-29 17:00,2026-05-29,17:00,시흥5동,맑음,26.4,43,0,1.3,21.4,정상
2026-06-03 16:00,2026-06-03,16:00,시흥5동,맑음,29.2,43,0,8.5,22.5,강풍주의
2026-06-08 15:00,2026-06-08,15:00,시흥5동,강한비,31.6,55,30.4,2.4,22.7,호우경보
2026-06-13 13:00,2026-06-13,13:00,시흥5동,비,32.6,68,8.4,3.2,23.8,호우주의
2026-06-18 12:00,2026-06-18,12:00,시흥5동,약한비,30.4,80,2.6,4.7,23.3,우산 준비
2026-06-23 11:00,2026-06-23,11:00,시흥5동,맑음,24.3,67,0,3.6,23,정상
2026-06-28 9:00,2026-06-28,9:00,시흥5동,강한비,27.2,84,15.4,2.6,22.3,호우경보
2026-07-03 8:00,2026-07-03,8:00,시흥5동,비,29.7,70,9.1,6.9,25.6,호우주의
2026-07-08 7:00,2026-07-08,7:00,시흥5동,약한비,30.8,52,1.5,3.6,29.2,우산 준비
2026-07-13 6:00,2026-07-13,6:00,시흥5동,구름많음,28.9,51,0,3.1,29.2,폭염주의
2026-07-18 4:00,2026-07-18,4:00,시흥5동,강한비,29.3,78,21.1,4.6,29.5,호우경보
2026-07-23 3:00,2026-07-23,3:00,시흥5동,비,32.2,73,8.4,2.4,30,호우주의
2026-07-28 2:00,2026-07-28,2:00,시흥5동,약한비,34.9,67,2.9,3.4,30.2,우산 준비
2026-08-02 0:00,2026-08-02,0:00,시흥5동,구름많음,35.4,60,0,8,30.6,폭염주의
2026-08-06 23:00,2026-08-06,23:00,시흥5동,강한비,33.3,52,17,3.5,32.4,호우경보
2026-08-11 22:00,2026-08-11,22:00,시흥5동,비,27.6,52,10.4,2,32.7,호우주의
2026-08-16 20:00,2026-08-16,20:00,시흥5동,약한비,29.9,75,0.9,4.6,31.5,우산 준비
2026-08-21 19:00,2026-08-21,19:00,시흥5동,구름많음,32.8,37,0,3.5,29.6,폭염주의
2026-08-26 18:00,2026-08-26,18:00,시흥5동,강한비,33.4,78,18.4,2.4,29.4,호우경보
2026-08-31 17:00,2026-08-31,17:00,시흥5동,비,31.4,55,10.6,7,28.5,호우주의
