일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-01 9:00,2026-01-01,9:00,시흥2동,진눈깨비,-6.9,50,1.3,3.9,-8.4,우산 준비
2026-01-06 7:00,2026-01-06,7:00,시흥2동,한파,-5.8,54,0,1.4,-6.3,한파주의
2026-01-11 6:00,2026-01-11,6:00,시흥2동,맑음,-2.6,36,0,5.3,-4.1,관심
2026-01-16 5:00,2026-01-16,5:00,시흥2동,맑음,-4.9,64,0,6.5,-6.4,강풍주의
2026-01-21 3:00,2026-01-21,3:00,시흥2동,눈,-7.5,65,3.1,3.2,-9,우산 준비
2026-01-26 2:00,2026-01-26,2:00,시흥2동,진눈깨비,-3.1,58,1.2,1.7,-3.6,우산 준비
2026-01-31 1:00,2026-01-31,1:00,시흥2동,맑음,-2.1,63,0,3.6,-3.6,정상
2026-02-04 23:00,2026-02-04,23:00,시흥2동,맑음,0.4,36,0,2.2,-1.1,정상
2026-02-09 22:00,2026-02-09,22:00,시흥2동,맑음,0.2,41,0,5,-1.3,관심
2026-02-14 21:00,2026-02-14,21:00,시흥2동,눈,0,57,1.9,7.7,-1.5,우산 준비
2026-02-19 19:00,2026-02-19,19:00,시흥2동,진눈깨비,-0.1,62,1.7,1.8,-0.6,우산 준비
2026-02-24 18:00,2026-02-24,18:00,시흥2동,맑음,-3.4,38,0,2.4,-4.9,정상
2026-03-01 17:00,2026-03-01,17:00,시흥2동,맑음,6.8,49,0,2.9,5.3,정상
2026-03-06 16:00,2026-03-06,16:00,시흥2동,맑음,6.4,62,0,3,4.9,정상
2026-03-11 14:00,2026-03-11,14:00,시흥2동,맑음,10.2,67,0,5.2,8.7,관심
2026-03-16 13:00,2026-03-16,13:00,시흥2동,비,7.7,69,1.5,8.5,6.2,우산 준비
2026-03-21 12:00,2026-03-21,12:00,시흥2동,맑음,6.6,43,0,2.5,5.1,정상
2026-03-26 10:00,2026-03-26,10:00,시흥2동,맑음,10.2,38,0,1.5,9.7,정상
2026-03-31 9:00,2026-03-31,9:00,시흥2동,맑음,5.5,64,0,3.2,4,정상
2026-04-05 8:00,2026-04-05,8:00,시흥2동,비,15.8,79,3.7,2.7,14.3,우산 준비
2026-04-10 6:00,2026-04-10,6:00,시흥2동,맑음,17.4,48,0,5.3,15.9,관심
2026-04-15 5:00,2026-04-15,5:00,시흥2동,맑음,13.2,59,0,6.9,11.7,강풍주의
2026-04-20 4:00,2026-04-20,4:00,시흥2동,맑음,15.3,41,0,1.7,14.8,정상
2026-04-25 2:00,2026-04-25,2:00,시흥2동,비,12,62,4.2,1.5,11.5,우산 준비
2026-04-30 1:00,2026-04-30,1:00,시흥2동,맑음,15.4,38,0,2.7,13.9,정상
2026-05-05 0:00,2026-05-05,0:00,시흥2동,맑음,21.7,64,0,4,20.2,정상
2026-05-09 23:00,2026-05-09,23:00,시흥2동,맑음,21.6,59,0,5.6,20.1,관심
2026-05-14 21:00,2026-05-14,21:00,시흥2동,비,23.5,58,2.4,6.6,22,우산 준비
2026-05-19 20:00,2026-05-19,20:00,시흥2동,맑음,20.7,41,0,3.8,19.2,정상
2026-05-24 19:00,2026-05-24,19:00,시흥2동,맑음,23.1,45,0,3.5,21.6,정상
2026-05-29 17:00,2026-05-29,17:00,시흥2동,맑음,20.8,63,0,1.2,20.3,정상
2026-06-03 16:00,2026-06-03,16:00,시흥2동,강한비,24.1,49,20.3,3.7,22.6,호우경보
2026-06-08 15:00,2026-06-08,15:00,시흥2동,비,22.5,49,5.6,4.7,21,호우주의
2026-06-13 13:00,2026-06-13,13:00,시흥2동,약한비,23.6,73,0.6,6.3,22.1,우산 준비
2026-06-18 12:00,2026-06-18,12:00,시흥2동,맑음,22.8,66,0,2.3,21.3,정상
2026-06-23 11:00,2026-06-23,11:00,시흥2동,강한비,24,65,18.4,1.5,23.5,호우경보
2026-06-28 9:00,2026-06-28,9:00,시흥2동,비,22.7,55,5.6,1.8,22.2,호우주의
2026-07-03 8:00,2026-07-03,8:00,시흥2동,약한비,29.2,73,1,3.7,27.7,우산 준비
2026-07-08 7:00,2026-07-08,7:00,시흥2동,구름많음,28.3,50,0,5.3,26.8,관심
2026-07-13 6:00,2026-07-13,6:00,시흥2동,강한비,30.1,51,29.2,8.5,28.6,호우경보
2026-07-18 4:00,2026-07-18,4:00,시흥2동,비,29.2,60,5.4,1.9,28.7,호우주의
2026-07-23 3:00,2026-07-23,3:00,시흥2동,약한비,28.5,62,2.5,2.2,27,우산 준비
2026-07-28 2:00,2026-07-28,2:00,시흥2동,구름많음,30.8,65,0,1.5,30.3,폭염주의
2026-08-02 0:00,2026-08-02,0:00,시흥2동,강한비,31.8,50,23.8,3.5,30.3,호우경보
2026-08-06 23:00,2026-08-06,23:00,시흥2동,비,29.2,58,5.5,4.8,27.7,호우주의
2026-08-11 22:00,2026-08-11,22:00,시흥2동,약한비,32.9,75,2.8,8.1,31.4,우산 준비
2026-08-16 20:00,2026-08-16,20:00,시흥2동,구름많음,33.6,49,0,3.4,32.1,폭염경보
2026-08-21 19:00,2026-08-21,19:00,시흥2동,강한비,33.5,79,18.2,3.8,32,호우경보
2026-08-26 18:00,2026-08-26,18:00,시흥2동,비,29.5,60,9.4,1.9,29,호우주의
2026-08-31 17:00,2026-08-31,17:00,시흥2동,약한비,30,72,1.1,2,28.5,우산 준비
