일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-01 9:00,2026-01-01,9:00,독산1동,맑음,-4.2,35,0,2.7,-5.8,정상
2026-01-06 7:00,2026-01-06,7:00,독산1동,눈,-6.6,55,2.7,3.4,-8.2,우산 준비
2026-01-11 6:00,2026-01-11,6:00,독산1동,진눈깨비,-1.5,64,1.6,1.7,-2,우산 준비
2026-01-16 5:00,2026-01-16,5:00,독산1동,한파,-5.3,60,0,6.4,-6.9,한파주의
2026-01-21 3:00,2026-01-21,3:00,독산1동,맑음,-1,37,0,4.8,-2.6,관심
2026-01-26 2:00,2026-01-26,2:00,독산1동,맑음,-3.6,44,0,3.1,-5.2,정상
2026-01-31 1:00,2026-01-31,1:00,독산1동,맑음,-3,36,0,2.5,-4.6,정상
2026-02-04 23:00,2026-02-04,23:00,독산1동,눈,-3,63,1.5,3.8,-4.6,우산 준비
2026-02-09 22:00,2026-02-09,22:00,독산1동,진눈깨비,-0.3,76,1.6,2.6,-1.9,우산 준비
2026-02-14 21:00,2026-02-14,21:00,독산1동,맑음,1,46,0,2.2,-0.6,정상
2026-02-19 19:00,2026-02-19,19:00,독산1동,맑음,1.9,63,0,6.8,0.3,강풍주의
2026-02-24 18:00,2026-02-24,18:00,독산1동,맑음,1.2,65,0,5.1,-0.4,관심
2026-03-01 17:00,2026-03-01,17:00,독산1동,맑음,4.8,58,0,1.5,4.3,정상
2026-03-06 16:00,2026-03-06,16:00,독산1동,맑음,9.5,44,0,1.6,9,정상
2026-03-11 14:00,2026-03-11,14:00,독산1동,맑음,8.2,58,0,1.6,7.7,정상
2026-03-16 13:00,2026-03-16,13:00,독산1동,비,7.1,46,3.4,2.6,5.5,우산 준비
2026-03-21 12:00,2026-03-21,12:00,독산1동,맑음,5.5,38,0,2.7,3.9,정상
2026-03-26 10:00,2026-03-26,10:00,독산1동,맑음,7.2,36,0,6.3,5.6,강풍주의
2026-03-31 9:00,2026-03-31,9:00,독산1동,맑음,5.3,63,0,5,3.7,관심
2026-04-05 8:00,2026-04-05,8:00,독산1동,맑음,17.2,50,0,2.4,15.6,정상
2026-04-10 6:00,2026-04-10,6:00,독산1동,비,15.3,46,2.1,1.5,14.8,우산 준비
2026-04-15 5:00,2026-04-15,5:00,독산1동,맑음,15.3,57,0,3.3,13.7,정상
2026-04-20 4:00,2026-04-20,4:00,독산1동,맑음,15.4,56,0,2.3,13.8,정상
2026-04-25 2:00,2026-04-25,2:00,독산1동,맑음,12.8,52,0,2.9,11.2,정상
2026-04-30 1:00,2026-04-30,1:00,독산1동,맑음,16,60,0,6.2,14.4,강풍주의
2026-05-05 0:00,2026-05-05,0:00,독산1동,비,21.3,79,3.4,5.1,19.7,우산 준비
2026-05-09 23:00,2026-05-09,23:00,독산1동,맑음,18.4,42,0,2,16.8,정상
2026-05-14 21:00,2026-05-14,21:00,독산1동,맑음,17.5,37,0,3.6,15.9,정상
2026-05-19 20:00,2026-05-19,20:00,독산1동,맑음,20.8,47,0,2.8,19.2,정상
2026-05-24 19:00,2026-05-24,19:00,독산1동,맑음,17.3,47,0,3.4,15.7,정상
2026-05-29 17:00,2026-05-29,17:00,독산1동,비,20.5,69,3.5,3,18.9,우산 준비
2026-06-03 16:00,2026-06-03,16:00,독산1동,맑음,24,42,0,6.9,22.4,강풍주의
2026-06-08 15:00,2026-06-08,15:00,독산1동,강한비,27.1,49,16.6,4.7,25.5,호우경보
2026-06-13 13:00,2026-06-13,13:00,독산1동,비,27,76,4.9,3.1,25.4,우산 준비
2026-06-18 12:00,2026-06-18,12:00,독산1동,약한비,25.8,70,1.3,3.6,24.2,우산 준비
2026-06-23 11:00,2026-06-23,11:00,독산1동,맑음,23.5,60,0,3.3,21.9,정상
2026-06-28 9:00,2026-06-28,9:00,독산1동,강한비,24.3,74,15.2,3.1,22.7,호우경보
2026-07-03 8:00,2026-07-03,8:00,독산1동,비,27.7,53,5.4,2.1,26.1,호우주의
2026-07-08 7:00,2026-07-08,7:00,독산1동,약한비,29.4,57,1.3,7.4,27.8,우산 준비
2026-07-13 6:00,2026-07-13,6:00,독산1동,맑음,27.6,67,0,4.7,26,관심
2026-07-18 4:00,2026-07-18,4:00,독산1동,강한비,25.6,47,20.8,2.7,24,호우경보
2026-07-23 3:00,2026-07-23,3:00,독산1동,비,30.9,48,3.6,2.8,29.3,우산 준비
2026-07-28 2:00,2026-07-28,2:00,독산1동,약한비,29.8,54,2.3,3,28.2,우산 준비
2026-08-02 0:00,2026-08-02,0:00,독산1동,구름많음,33.3,46,0,2.7,31.7,폭염경보
2026-08-06 23:00,2026-08-06,23:00,독산1동,강한비,32.9,46,15.9,3.2,31.3,호우경보
2026-08-11 22:00,2026-08-11,22:00,독산1동,비,33.1,76,4.5,7.3,31.5,우산 준비
2026-08-16 20:00,2026-08-16,20:00,독산1동,약한비,33.8,63,0.6,5.6,32.2,우산 준비
2026-08-21 19:00,2026-08-21,19:00,독산1동,구름많음,33.5,43,0,2.6,31.9,폭염경보
2026-08-26 18:00,2026-08-26,18:00,독산1동,강한비,31.7,62,19.4,2.8,30.1,호우경보
2026-08-31 17:00,2026-08-31,17:00,독산1동,비,29.1,75,7,3.3,27.5,호우주의
