일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-01 9:00,2026-01-01,9:00,시흥4동,맑음,-1.7,43,0,2.2,-3.2,정상
2026-01-06 7:00,2026-01-06,7:00,시흥4동,한파,-6.2,54,0,2.7,-7.7,한파주의
2026-01-11 6:00,2026-01-11,6:00,시흥4동,눈,-1.8,59,2.7,8.4,-3.3,우산 준비
2026-01-16 5:00,2026-01-16,5:00,시흥4동,진눈깨비,-4.3,73,1.6,1.8,-4.8,우산 준비
2026-01-21 3:00,2026-01-21,3:00,시흥4동,맑음,-3.1,40,0,1.3,-3.6,정상
2026-01-26 2:00,2026-01-26,2:00,시흥4동,맑음,-2.6,43,0,4.7,-4.1,관심
2026-01-31 1:00,2026-01-31,1:00,시흥4동,맑음,-4.6,56,0,2.8,-6.1,정상
2026-02-04 23:00,2026-02-04,23:00,시흥4동,눈,1.8,61,2.7,3.5,0.3,우산 준비
2026-02-09 22:00,2026-02-09,22:00,시흥4동,진눈깨비,0.8,66,1.8,7.7,-0.7,우산 준비
2026-02-14 21:00,2026-02-14,21:00,시흥4동,맑음,1.1,49,0,3.3,-0.4,정상
2026-02-19 19:00,2026-02-19,19:00,시흥4동,맑음,-1,55,0,1.4,-1.5,정상
2026-02-24 18:00,2026-02-24,18:00,시흥4동,맑음,1.4,62,0,5.1,-0.1,관심
2026-03-01 17:00,2026-03-01,17:00,시흥4동,비,5.1,64,2.3,1.4,4.6,우산 준비
2026-03-06 16:00,2026-03-06,16:00,시흥4동,맑음,9.9,64,0,3.3,8.4,정상
2026-03-11 14:00,2026-03-11,14:00,시흥4동,맑음,7.1,63,0,7,5.6,강풍주의
2026-03-16 13:00,2026-03-16,13:00,시흥4동,맑음,7.7,40,0,3.5,6.2,정상
2026-03-21 12:00,2026-03-21,12:00,시흥4동,비,7.2,72,2.2,3.9,5.7,우산 준비
2026-03-26 10:00,2026-03-26,10:00,시흥4동,맑음,6,39,0,4.7,4.5,관심
2026-03-31 9:00,2026-03-31,9:00,시흥4동,맑음,7.1,58,0,2.9,5.6,정상
2026-04-05 8:00,2026-04-05,8:00,시흥4동,맑음,12.1,45,0,2.2,10.6,정상
2026-04-10 6:00,2026-04-10,6:00,시흥4동,비,17.7,58,1.9,6.8,16.2,우산 준비
2026-04-15 5:00,2026-04-15,5:00,시흥4동,맑음,14.3,54,0,3.8,12.8,정상
2026-04-20 4:00,2026-04-20,4:00,시흥4동,맑음,14.7,45,0,2.1,13.2,정상
2026-04-25 2:00,2026-04-25,2:00,시흥4동,맑음,17.2,53,0,4.9,15.7,관심
2026-04-30 1:00,2026-04-30,1:00,시흥4동,비,15.2,52,3,3.4,13.7,우산 준비
2026-05-05 0:00,2026-05-05,0:00,시흥4동,맑음,21.2,38,0,3.7,19.7,정상
2026-05-09 23:00,2026-05-09,23:00,시흥4동,맑음,23.6,50,0,6.3,22.1,강풍주의
2026-05-14 21:00,2026-05-14,21:00,시흥4동,맑음,22,46,0,3.7,20.5,정상
2026-05-19 20:00,2026-05-19,20:00,시흥4동,비,19,80,2.6,2,17.5,우산 준비
2026-05-24 19:00,2026-05-24,19:00,시흥4동,맑음,18.8,48,0,4.7,17.3,관심
2026-05-29 17:00,2026-05-29,17:00,시흥4동,맑음,21.2,55,0,3.2,19.7,정상
2026-06-03 16:00,2026-06-03,16:00,시흥4동,맑음,22.9,65,0,3.1,21.4,정상
2026-06-08 15:00,2026-06-08,15:00,시흥4동,강한비,25.2,79,31.7,7.3,23.7,호우경보
2026-06-13 13:00,2026-06-13,13:00,시흥4동,비,26,66,5.7,3.6,24.5,호우주의
2026-06-18 12:00,2026-06-18,12:00,시흥4동,약한비,23.8,66,2.5,3.9,22.3,우산 준비
2026-06-23 11:00,2026-06-23,11:00,시흥4동,맑음,27.1,47,0,5.2,25.6,관심
2026-06-28 9:00,2026-06-28,9:00,시흥4동,강한비,22.7,71,17.2,3.8,21.2,호우경보
2026-07-03 8:00,2026-07-03,8:00,시흥4동,비,29.7,62,9.4,3.5,28.2,호우주의
2026-07-08 7:00,2026-07-08,7:00,시흥4동,약한비,27.2,54,2.4,7.7,25.7,우산 준비
2026-07-13 6:00,2026-07-13,6:00,시흥4동,구름많음,31.9,46,0,2.7,30.4,폭염주의
2026-07-18 4:00,2026-07-18,4:00,시흥4동,강한비,31,57,31.7,3.7,29.5,호우경보
2026-07-23 3:00,2026-07-23,3:00,시흥4동,비,26.2,58,6.9,5.4,24.7,호우주의
2026-07-28 2:00,2026-07-28,2:00,시흥4동,약한비,26.1,62,1.2,2.4,24.6,우산 준비
2026-08-02 0:00,2026-08-02,0:00,시흥4동,구름많음,30,45,0,1.3,29.5,폭염주의
2026-08-06 23:00,2026-08-06,23:00,시흥4동,강한비,28.8,71,21.9,6.5,27.3,호우경보
2026-08-11 22:00,2026-08-11,22:00,시흥4동,비,30.7,80,9.3,3.3,29.2,호우주의
2026-08-16 20:00,2026-08-16,20:00,시흥4동,약한비,30.4,70,2.3,2.7,28.9,우산 준비
2026-08-21 19:00,2026-08-21,19:00,시흥4동,구름많음,28.9,53,0,5.6,27.4,관심
2026-08-26 18:00,2026-08-26,18:00,시흥4동,강한비,33.1,77,25.6,2.1,31.6,호우경보
2026-08-31 17:00,2026-08-31,17:00,시흥4동,비,29.1,66,5.5,1.7,28.6,호우주의
