일시,날짜,시간,지역명,날씨상태,기온(°C),습도(%),강수량(mm),풍속(m/s),체감온도(°C),뉴스/주의
2026-01-01 9:00,2026-01-01,9:00,독산4동,맑음,-2.7,64,0,2.2,-4.2,정상
2026-01-06 7:00,2026-01-06,7:00,독산4동,한파,-5.5,65,0,6.2,-7,한파주의
2026-01-11 6:00,2026-01-11,6:00,독산4동,눈,-4.1,79,1.5,2.6,-5.6,우산 준비
2026-01-16 5:00,2026-01-16,5:00,독산4동,진눈깨비,-2,75,1.3,2.2,-3.5,우산 준비
2026-01-21 3:00,2026-01-21,3:00,독산4동,맑음,-2.8,58,0,5.4,-4.3,관심
2026-01-26 2:00,2026-01-26,2:00,독산4동,맑음,-2.5,58,0,1.3,-3,정상
2026-01-31 1:00,2026-01-31,1:00,독산4동,한파,-5.3,63,0,4.1,-6.8,한파주의
2026-02-04 23:00,2026-02-04,23:00,독산4동,눈,1,50,2.4,6.8,-0.5,우산 준비
2026-02-09 22:00,2026-02-09,22:00,독산4동,진눈깨비,-2.4,75,2.2,1.6,-2.9,우산 준비
2026-02-14 21:00,2026-02-14,21:00,독산4동,맑음,-3.3,42,0,3.2,-4.8,정상
2026-02-19 19:00,2026-02-19,19:00,독산4동,맑음,2.5,59,0,5.4,1,관심
2026-02-24 18:00,2026-02-24,18:00,독산4동,맑음,-3.2,39,0,1.9,-3.7,정상
2026-03-01 17:00,2026-03-01,17:00,독산4동,맑음,7.8,37,0,4,6.3,정상
2026-03-06 16:00,2026-03-06,16:00,독산4동,비,6.8,83,2.7,8.4,5.3,우산 준비
2026-03-11 14:00,2026-03-11,14:00,독산4동,맑음,6.6,58,0,2.6,5.1,정상
2026-03-16 13:00,2026-03-16,13:00,독산4동,맑음,9,46,0,3.2,7.5,정상
2026-03-21 12:00,2026-03-21,12:00,독산4동,맑음,4.9,56,0,5.4,3.4,관심
2026-03-26 10:00,2026-03-26,10:00,독산4동,비,10.6,57,2.3,3.7,9.1,우산 준비
2026-03-31 9:00,2026-03-31,9:00,독산4동,맑음,7.2,41,0,3.3,5.7,정상
2026-04-05 8:00,2026-04-05,8:00,독산4동,맑음,14.3,57,0,7.4,12.8,강풍주의
2026-04-10 6:00,2026-04-10,6:00,독산4동,맑음,14.9,39,0,1.5,14.4,정상
2026-04-15 5:00,2026-04-15,5:00,독산4동,비,13.8,74,1.9,3.7,12.3,우산 준비
2026-04-20 4:00,2026-04-20,4:00,독산4동,맑음,13.5,53,0,5.4,12,관심
2026-04-25 2:00,2026-04-25,2:00,독산4동,맑음,16.5,66,0,1.8,16,정상
2026-04-30 1:00,2026-04-30,1:00,독산4동,맑음,17,46,0,4,15.5,정상
2026-05-05 0:00,2026-05-05,0:00,독산4동,비,19,56,5.1,7.5,17.5,호우주의
2026-05-09 23:00,2026-05-09,23:00,독산4동,맑음,20.8,54,0,1.9,20.3,정상
2026-05-14 21:00,2026-05-14,21:00,독산4동,맑음,20.5,47,0,1.8,20,정상
2026-05-19 20:00,2026-05-19,20:00,독산4동,맑음,20.6,52,0,4.6,19.1,관심
2026-05-24 19:00,2026-05-24,19:00,독산4동,비,18.4,68,1.5,2.2,16.9,우산 준비
2026-05-29 17:00,2026-05-29,17:00,독산4동,맑음,20.4,54,0,2.1,18.9,정상
2026-06-03 16:00,2026-06-03,16:00,독산4동,약한비,24.8,80,2.2,6.3,23.3,우산 준비
2026-06-08 15:00,2026-06-08,15:00,독산4동,맑음,26.3,56,0,3.6,24.8,정상
2026-06-13 13:00,2026-06-13,13:00,독산4동,강한비,25.2,56,23.4,2.9,23.7,호우경보
2026-06-18 12:00,2026-06-18,12:00,독산4동,비,24.5,80,8.7,5.7,23,호우주의
2026-06-23 11:00,2026-06-23,11:00,독산4동,약한비,24.2,56,2.4,3.9,22.7,우산 준비
2026-06-28 9:00,2026-06-28,9:00,독산4동,맑음,24.8,41,0,1.8,24.3,정상
2026-07-03 8:00,2026-07-03,8:00,독산4동,강한비,26.5,58,26.6,8,25,호우경보
2026-07-08 7:00,2026-07-08,7:00,독산4동,비,29.8,69,4.4,1.2,29.3,우산 준비
2026-07-13 6:00,2026-07-13,6:00,독산4동,약한비,31.8,77,0.6,3.2,30.3,우산 준비
2026-07-18 4:00,2026-07-18,4:00,독산4동,구름많음,29.7,38,0,4.8,28.2,관심
2026-07-23 3:00,2026-07-23,3:00,독산4동,강한비,27.9,65,21.9,2.1,26.4,호우경보
2026-07-28 2:00,2026-07-28,2:00,독산4동,비,31.9,69,6.6,2.6,30.4,호우주의
2026-08-02 0:00,2026-08-02,0:00,독산4동,약한비,34.3,59,2.2,6.8,32.8,우산 준비
2026-08-06 23:00,2026-08-06,23:00,독산4동,구름많음,34.3,64,0,1.4,33.8,폭염경보
2026-08-11 22:00,2026-08-11,22:00,독산4동,강한비,31.6,70,20,1.7,31.1,호우경보
2026-08-16 20:00,2026-08-16,20:00,독산4동,비,32.9,74,4.4,5.4,31.4,우산 준비
2026-08-21 19:00,2026-08-21,19:00,독산4동,약한비,31.5,65,1.3,1.7,31,우산 준비
2026-08-26 18:00,2026-08-26,18:00,독산4동,구름많음,29.7,54,0,3.5,28.2,정상
2026-08-31 17:00,2026-08-31,17:00,독산4동,강한비,31.5,68,30.4,7.7,30,호우경보
